origin,destination,route,duration,distance
14,4,"[[-1.973513, 43.324093], [-1.973598, 43.324035], [-1.974199, 43.324505], [-1.974644, 43.324828], [-1.975189, 43.324401], [-1.975501, 43.324221], [-1.976246, 43.323685], [-1.976689, 43.32334], [-1.97718, 43.32288], [-1.977215, 43.322794], [-1.9773, 43.322278], [-1.977336, 43.3218], [-1.977366, 43.321442], [-1.977321, 43.321444], [-1.97725, 43.321415], [-1.97712, 43.321228], [-1.977415, 43.321103], [-1.977452, 43.321055], [-1.977455, 43.321016], [-1.977328, 43.320803], [-1.977279, 43.320773], [-1.977078, 43.320767], [-1.977343, 43.318639]]",209421,951.196
14,5,"[[-1.973513, 43.324093], [-1.973598, 43.324035], [-1.974199, 43.324505], [-1.974644, 43.324828], [-1.975189, 43.324401], [-1.975501, 43.324221], [-1.976246, 43.323685], [-1.976689, 43.32334], [-1.97718, 43.32288], [-1.977215, 43.322794], [-1.9773, 43.322278], [-1.977336, 43.3218], [-1.977366, 43.321442], [-1.977321, 43.321444], [-1.97725, 43.321415], [-1.97712, 43.321228], [-1.977415, 43.321103], [-1.977452, 43.321055], [-1.977455, 43.321016], [-1.977328, 43.320803], [-1.977279, 43.320773], [-1.977078, 43.320767], [-1.977395, 43.318222], [-1.977218, 43.318102], [-1.97729, 43.317617], [-1.977245, 43.317535], [-1.97724, 43.31749], [-1.97726, 43.317431], [-1.977334, 43.317384], [-1.977642, 43.317375], [-1.977692, 43.317356], [-1.977782, 43.31736], [-1.979142, 43.317443], [-1.979151, 43.317409], [-1.979807, 43.317442], [-1.979961, 43.315997], [-1.980206, 43.313717], [-1.98039, 43.313723], [-1.981305, 43.313393], [-1.981371, 43.313355], [-1.981389, 43.31338], [-1.981735, 43.313247], [-1.981753, 43.313275]]",437349,1867.064
14,6,"[[-1.973513, 43.324093], [-1.973598, 43.324035], [-1.974199, 43.324505], [-1.974644, 43.324828], [-1.975189, 43.324401], [-1.975501, 43.324221], [-1.976246, 43.323685], [-1.976689, 43.32334], [-1.97718, 43.32288], [-1.977215, 43.322794], [-1.9773, 43.322278], [-1.977336, 43.3218], [-1.977366, 43.321442], [-1.977321, 43.321444], [-1.97725, 43.321415], [-1.97712, 43.321228], [-1.977415, 43.321103], [-1.977452, 43.321055], [-1.977455, 43.321016], [-1.977328, 43.320803], [-1.977279, 43.320773], [-1.977078, 43.320767], [-1.977395, 43.318222], [-1.977218, 43.318102], [-1.97729, 43.317617], [-1.977245, 43.317535], [-1.97724, 43.31749], [-1.97726, 43.317431], [-1.977334, 43.317384], [-1.977642, 43.317375], [-1.977692, 43.317356], [-1.977782, 43.31736], [-1.979142, 43.317443], [-1.979169, 43.317276], [-1.979136, 43.31723], [-1.979564, 43.313278], [-1.97957, 43.312592], [-1.979396, 43.311631], [-1.979414, 43.311501], [-1.978952, 43.309324], [-1.978818, 43.309], [-1.978615, 43.308668], [-1.978395, 43.308358], [-1.978556, 43.308276], [-1.978574, 43.308224], [-1.978495, 43.308209], [-1.978404, 43.308124], [-1.978363, 43.308049], [-1.978378, 43.307998], [-1.979073, 43.307635], [-1.978856, 43.307433], [-1.978851, 43.307368], [-1.978714, 43.307445]]",583068,2449.603
14,7,"[[-1.973513, 43.324093], [-1.973598, 43.324035], [-1.974199, 43.324505], [-1.974644, 43.324828], [-1.975189, 43.324401], [-1.975501, 43.324221], [-1.976246, 43.323685], [-1.976689, 43.32334], [-1.97718, 43.32288], [-1.977215, 43.322794], [-1.9773, 43.322278], [-1.977336, 43.3218], [-1.977366, 43.321442], [-1.977321, 43.321444], [-1.97725, 43.321415], [-1.97712, 43.321228], [-1.977415, 43.321103], [-1.977452, 43.321055], [-1.977455, 43.321016], [-1.977328, 43.320803], [-1.977279, 43.320773], [-1.977078, 43.320767], [-1.977395, 43.318222], [-1.977218, 43.318102], [-1.97729, 43.317617], [-1.977245, 43.317535], [-1.97724, 43.31749], [-1.97726, 43.317431], [-1.977334, 43.317384], [-1.977642, 43.317375], [-1.977692, 43.317356], [-1.977782, 43.31736], [-1.979142, 43.317443], [-1.979169, 43.317276], [-1.979136, 43.31723], [-1.979564, 43.313278], [-1.97957, 43.312592], [-1.979396, 43.311631], [-1.979414, 43.311501], [-1.978952, 43.309324], [-1.978818, 43.309], [-1.978615, 43.308668], [-1.978395, 43.308358], [-1.978164, 43.308084], [-1.97788, 43.307801], [-1.977204, 43.307337], [-1.976952, 43.307192], [-1.976654, 43.307081], [-1.976262, 43.306995], [-1.975922, 43.306956], [-1.975812, 43.306929], [-1.975777, 43.307054], [-1.975428, 43.307067], [-1.974854, 43.307142], [-1.974237, 43.307348], [-1.973905, 43.307534], [-1.97376, 43.307651], [-1.973575, 43.307862], [-1.973481, 43.308012], [-1.973398, 43.308258], [-1.973352, 43.308664], [-1.973366, 43.308843], [-1.971564, 43.308906], [-1.971568, 43.308959], [-1.971595, 43.30899], [-1.971657, 43.309979]]",692041,3150.903
14,8,"[[-1.973513, 43.324093], [-1.973598, 43.324035], [-1.974199, 43.324505], [-1.974644, 43.324828], [-1.975189, 43.324401], [-1.975501, 43.324221], [-1.976246, 43.323685], [-1.976689, 43.32334], [-1.97718, 43.32288], [-1.977215, 43.322794], [-1.9773, 43.322278], [-1.977336, 43.3218], [-1.977366, 43.321442], [-1.977321, 43.321444], [-1.97725, 43.321415], [-1.97712, 43.321228], [-1.977415, 43.321103], [-1.977452, 43.321055], [-1.977455, 43.321016], [-1.977328, 43.320803], [-1.977279, 43.320773], [-1.977078, 43.320767], [-1.977395, 43.318222], [-1.977218, 43.318102], [-1.97729, 43.317617], [-1.977245, 43.317535], [-1.97724, 43.31749], [-1.97726, 43.317431], [-1.977334, 43.317384], [-1.977642, 43.317375], [-1.977692, 43.317356], [-1.977782, 43.31736], [-1.979142, 43.317443], [-1.979169, 43.317276], [-1.979136, 43.31723], [-1.979564, 43.313278], [-1.97957, 43.312592], [-1.979396, 43.311631], [-1.979414, 43.311501], [-1.978952, 43.309324], [-1.978818, 43.309], [-1.978615, 43.308668], [-1.978395, 43.308358], [-1.978164, 43.308084], [-1.97788, 43.307801], [-1.977204, 43.307337], [-1.976952, 43.307192], [-1.976654, 43.307081], [-1.976262, 43.306995], [-1.975922, 43.306956], [-1.975812, 43.306929], [-1.975575, 43.306694], [-1.976462, 43.306228], [-1.976669, 43.306101], [-1.977744, 43.30555], [-1.97767, 43.305448], [-1.97537, 43.303165], [-1.975328, 43.303186], [-1.976296, 43.304188]]",737382,3266.198
14,9,"[[-1.973513, 43.324093], [-1.973598, 43.324035], [-1.974199, 43.324505], [-1.974644, 43.324828], [-1.975189, 43.324401], [-1.975501, 43.324221], [-1.976246, 43.323685], [-1.976689, 43.32334], [-1.97718, 43.32288], [-1.977215, 43.322794], [-1.9773, 43.322278], [-1.977336, 43.3218], [-1.977366, 43.321442], [-1.977321, 43.321444], [-1.97725, 43.321415], [-1.97712, 43.321228], [-1.977415, 43.321103], [-1.977452, 43.321055], [-1.977455, 43.321016], [-1.977328, 43.320803], [-1.977279, 43.320773], [-1.977078, 43.320767], [-1.977395, 43.318222], [-1.977218, 43.318102], [-1.97729, 43.317617], [-1.977245, 43.317535], [-1.97724, 43.31749], [-1.97726, 43.317431], [-1.977334, 43.317384], [-1.977642, 43.317375], [-1.977692, 43.317356], [-1.977782, 43.31736], [-1.979142, 43.317443], [-1.979169, 43.317276], [-1.979136, 43.31723], [-1.979564, 43.313278], [-1.97957, 43.312592], [-1.979396, 43.311631], [-1.979414, 43.311501], [-1.978952, 43.309324], [-1.978818, 43.309], [-1.978615, 43.308668], [-1.978395, 43.308358], [-1.978164, 43.308084], [-1.97788, 43.307801], [-1.977204, 43.307337], [-1.976952, 43.307192], [-1.976654, 43.307081], [-1.976262, 43.306995], [-1.975922, 43.306956], [-1.975812, 43.306929], [-1.975575, 43.306694], [-1.976462, 43.306228], [-1.976509, 43.306142], [-1.97653, 43.306049], [-1.97648, 43.306005], [-1.975076, 43.305449], [-1.975125, 43.305385], [-1.975087, 43.305143], [-1.974905, 43.304957], [-1.974623, 43.304897], [-1.974559, 43.303464], [-1.974594, 43.303376], [-1.974497, 43.30331], [-1.974192, 43.302995], [-1.974118, 43.302993], [-1.974058, 43.30301], [-1.973924, 43.303076], [-1.973788, 43.302928], [-1.973741, 43.302751], [-1.973753, 43.302522], [-1.974205, 43.302434], [-1.974725, 43.302211], [-1.975054, 43.30197], [-1.975269, 43.301956], [-1.975468, 43.30208], [-1.975544, 43.302055], [-1.97561, 43.30212], [-1.97518, 43.302335]]",892286,3445.379
14,10,"[[-1.973513, 43.324093], [-1.973598, 43.324035], [-1.974199, 43.324505], [-1.974644, 43.324828], [-1.975189, 43.324401], [-1.975501, 43.324221], [-1.976246, 43.323685], [-1.976565, 43.323942], [-1.977029, 43.324637], [-1.97716, 43.324587], [-1.977203, 43.324642], [-1.97937, 43.323802], [-1.980702, 43.323313], [-1.982025, 43.32294], [-1.982756, 43.322685], [-1.98277, 43.32265], [-1.982704, 43.322474], [-1.984898, 43.321659], [-1.984923, 43.321622], [-1.984995, 43.321616], [-1.984511, 43.320893], [-1.984581, 43.320865], [-1.984094, 43.320174], [-1.984059, 43.320106], [-1.984075, 43.320031], [-1.984107, 43.319994], [-1.984811, 43.319718], [-1.984767, 43.319481], [-1.984458, 43.319032], [-1.984438, 43.318956], [-1.984466, 43.318884], [-1.984678, 43.318765], [-1.984877, 43.318689], [-1.984944, 43.318638], [-1.985105, 43.318402], [-1.985677, 43.317703], [-1.986203, 43.317171], [-1.986806, 43.316664], [-1.987477, 43.316174], [-1.988225, 43.31567], [-1.989145, 43.315165], [-1.989337, 43.315113], [-1.991613, 43.314674], [-1.992253, 43.314578], [-1.992592, 43.314542], [-1.993737, 43.314509], [-1.995679, 43.314499], [-1.995968, 43.314522], [-1.997295, 43.314793], [-1.997722, 43.314934], [-1.99878, 43.315392], [-1.999274, 43.315553], [-2.000136, 43.315678], [-2.000306, 43.315686], [-2.000479, 43.315677], [-2.000834, 43.315592], [-2.001015, 43.315521], [-2.001069, 43.315505], [-2.001238, 43.315521], [-2.001529, 43.315606], [-2.00157, 43.315644], [-2.001699, 43.315681], [-2.001775, 43.315672], [-2.003416, 43.316183], [-2.004404, 43.314445], [-2.004459, 43.314306], [-2.00448, 43.314271], [-2.00453, 43.314207], [-2.005823, 43.313555], [-2.005825, 43.313506], [-2.005599, 43.313267], [-2.005614, 43.313217], [-2.006333, 43.31285], [-2.005956, 43.312451], [-2.005904, 43.31248]]",914938,3881.834
14,11,"[[-1.973513, 43.324093], [-1.973598, 43.324035], [-1.974199, 43.324505], [-1.974644, 43.324828], [-1.975189, 43.324401], [-1.975501, 43.324221], [-1.976246, 43.323685], [-1.976565, 43.323942], [-1.977029, 43.324637], [-1.97716, 43.324587], [-1.977203, 43.324642], [-1.97937, 43.323802], [-1.980702, 43.323313], [-1.982025, 43.32294], [-1.982756, 43.322685], [-1.98277, 43.32265], [-1.982704, 43.322474], [-1.984898, 43.321659], [-1.984923, 43.321622], [-1.984995, 43.321616], [-1.984511, 43.320893], [-1.984581, 43.320865], [-1.984094, 43.320174], [-1.984059, 43.320106], [-1.984075, 43.320031], [-1.984107, 43.319994], [-1.984811, 43.319718], [-1.984767, 43.319481], [-1.984458, 43.319032], [-1.984438, 43.318956], [-1.984466, 43.318884], [-1.984678, 43.318765], [-1.984877, 43.318689], [-1.984944, 43.318638], [-1.985105, 43.318402], [-1.985677, 43.317703], [-1.986203, 43.317171], [-1.986806, 43.316664], [-1.987477, 43.316174], [-1.988225, 43.31567], [-1.989145, 43.315165], [-1.989337, 43.315113], [-1.991613, 43.314674], [-1.992253, 43.314578], [-1.992592, 43.314542], [-1.993737, 43.314509], [-1.995679, 43.314499], [-1.995968, 43.314522], [-1.997295, 43.314793], [-1.997722, 43.314934], [-1.99878, 43.315392], [-1.999274, 43.315553], [-2.000136, 43.315678], [-2.000306, 43.315686], [-2.000479, 43.315677], [-2.000834, 43.315592], [-2.001015, 43.315521], [-2.001069, 43.315505], [-2.001238, 43.315521], [-2.001529, 43.315606], [-2.00157, 43.315644], [-2.001699, 43.315681], [-2.001775, 43.315672], [-2.003416, 43.316183], [-2.004404, 43.314445], [-2.004459, 43.314306], [-2.00448, 43.314271], [-2.00453, 43.314207], [-2.00579, 43.313572], [-2.005828, 43.313612], [-2.008903, 43.312079], [-2.00874, 43.311913]]",947899,4035.421
14,12,"[[-1.973513, 43.324093], [-1.973598, 43.324035], [-1.974199, 43.324505], [-1.974644, 43.324828], [-1.975189, 43.324401], [-1.975501, 43.324221], [-1.976246, 43.323685], [-1.976565, 43.323942], [-1.977029, 43.324637], [-1.97716, 43.324587], [-1.977203, 43.324642], [-1.97937, 43.323802], [-1.980702, 43.323313], [-1.982025, 43.32294], [-1.982756, 43.322685], [-1.98277, 43.32265], [-1.982704, 43.322474], [-1.984898, 43.321659], [-1.984923, 43.321622], [-1.984995, 43.321616], [-1.984511, 43.320893], [-1.984581, 43.320865], [-1.984094, 43.320174], [-1.984059, 43.320106], [-1.984075, 43.320031], [-1.984107, 43.319994], [-1.984811, 43.319718], [-1.984767, 43.319481], [-1.984458, 43.319032], [-1.984438, 43.318956], [-1.984466, 43.318884], [-1.984678, 43.318765], [-1.984877, 43.318689], [-1.984944, 43.318638], [-1.985105, 43.318402], [-1.985677, 43.317703], [-1.986203, 43.317171], [-1.986806, 43.316664], [-1.987477, 43.316174], [-1.988225, 43.31567], [-1.989145, 43.315165], [-1.989337, 43.315113], [-1.991613, 43.314674], [-1.992253, 43.314578], [-1.992592, 43.314542], [-1.993737, 43.314509], [-1.995679, 43.314499], [-1.995968, 43.314522], [-1.997295, 43.314793], [-1.997722, 43.314934], [-1.99878, 43.315392], [-1.999274, 43.315553], [-2.000136, 43.315678], [-2.000306, 43.315686], [-2.000479, 43.315677], [-2.000834, 43.315592], [-2.001015, 43.315521], [-2.001069, 43.315505], [-2.001238, 43.315521], [-2.001529, 43.315606], [-2.00157, 43.315644], [-2.001699, 43.315681], [-2.001775, 43.315672], [-2.003416, 43.316183], [-2.004404, 43.314445], [-2.004459, 43.314306], [-2.00448, 43.314271], [-2.00453, 43.314207], [-2.005823, 43.313555], [-2.005825, 43.313506], [-2.005599, 43.313267], [-2.005614, 43.313217], [-2.010119, 43.310953], [-2.010175, 43.310906], [-2.010197, 43.310699], [-2.010369, 43.310475], [-2.010495, 43.310227], [-2.010565, 43.309964], [-2.010641, 43.309294], [-2.010624, 43.309155], [-2.010544, 43.309028], [-2.010579, 43.309003], [-2.010557, 43.308982], [-2.010437, 43.30897]]",1038808,4435.72
14,13,"[[-1.973513, 43.324093], [-1.973598, 43.324035], [-1.974199, 43.324505], [-1.974644, 43.324828], [-1.975189, 43.324401], [-1.975501, 43.324221], [-1.976246, 43.323685], [-1.976689, 43.32334], [-1.97718, 43.32288], [-1.977215, 43.322794], [-1.9773, 43.322278], [-1.977336, 43.3218], [-1.977366, 43.321442], [-1.977321, 43.321444], [-1.97725, 43.321415], [-1.97712, 43.321228], [-1.977415, 43.321103], [-1.977452, 43.321055], [-1.977455, 43.321016], [-1.977328, 43.320803], [-1.977279, 43.320773], [-1.977078, 43.320767], [-1.977395, 43.318222], [-1.977218, 43.318102], [-1.97729, 43.317617], [-1.977245, 43.317535], [-1.97724, 43.31749], [-1.97726, 43.317431], [-1.977334, 43.317384], [-1.977642, 43.317375], [-1.977692, 43.317356], [-1.977782, 43.31736], [-1.979142, 43.317443], [-1.979169, 43.317276], [-1.979136, 43.31723], [-1.979564, 43.313278], [-1.97957, 43.312592], [-1.979396, 43.311631], [-1.979414, 43.311501], [-1.979353, 43.311263], [-1.979475, 43.311316], [-1.9796, 43.311339], [-1.980278, 43.311268], [-1.979725, 43.308485], [-1.981659, 43.308275], [-1.981841, 43.308288], [-1.981857, 43.308204], [-1.982757, 43.308233], [-1.982756, 43.308264], [-1.982798, 43.308318], [-1.982865, 43.308339], [-1.982907, 43.308336], [-1.982935, 43.308434], [-1.982972, 43.308423], [-1.982973, 43.308387], [-1.982999, 43.308365], [-1.983086, 43.308329], [-1.986052, 43.308449], [-1.986245, 43.308512], [-1.986346, 43.308494], [-1.986459, 43.308436], [-1.986502, 43.308323], [-1.987347, 43.307784], [-1.987435, 43.307757], [-1.987578, 43.307783], [-1.98763, 43.307823], [-1.987772, 43.308033], [-1.987881, 43.308102], [-1.987958, 43.308112], [-1.988866, 43.308074], [-1.989116, 43.308039], [-1.989862, 43.30783], [-1.995596, 43.305562], [-1.996119, 43.305309], [-1.996457, 43.305079], [-1.996797, 43.304776], [-1.996954, 43.304597], [-1.997958, 43.303071], [-1.998052, 43.302952], [-1.998191, 43.302836], [-1.998433, 43.302708], [-1.9987, 43.302622], [-1.999191, 43.302545], [-1.999335, 43.302504], [-1.999498, 43.302392], [-1.999666, 43.302323], [-1.999854, 43.30229], [-2.000088, 43.302282], [-2.000398, 43.302302], [-2.000481, 43.30228], [-2.000579, 43.302208], [-2.000827, 43.30237], [-2.001082, 43.302298], [-2.001133, 43.302312], [-2.001276, 43.302457], [-2.001341, 43.302483], [-2.001361, 43.302476], [-2.001435, 43.302528], [-2.001429, 43.302504]]",1145187,4487.392
14,15,"[[-1.973513, 43.324093], [-1.973598, 43.324035], [-1.974199, 43.324505], [-1.971607, 43.326334], [-1.971443, 43.326249], [-1.970935, 43.325863], [-1.971113, 43.325742]]",172550,484.362
14,16,"[[-1.973513, 43.324093], [-1.973598, 43.324035], [-1.974199, 43.324505], [-1.972396, 43.325775], [-1.970482, 43.324315], [-1.969822, 43.323788], [-1.969062, 43.323221], [-1.968269, 43.323369], [-1.968313, 43.322779], [-1.967542, 43.322739], [-1.967494, 43.322702], [-1.967565, 43.322654], [-1.967613, 43.322106], [-1.967515, 43.322099], [-1.967562, 43.321831], [-1.966555, 43.321592], [-1.964234, 43.320938], [-1.962934, 43.32063], [-1.962125, 43.320462], [-1.961907, 43.320339], [-1.961857, 43.320237], [-1.961765, 43.319056], [-1.961819, 43.318399], [-1.961948, 43.317406], [-1.961989, 43.317307], [-1.962074, 43.317238], [-1.96219, 43.31719], [-1.962305, 43.317195], [-1.962365, 43.31718], [-1.962454, 43.317123], [-1.962493, 43.317035], [-1.962458, 43.316941], [-1.962874, 43.316476], [-1.962939, 43.316334], [-1.962947, 43.316116], [-1.962915, 43.315985], [-1.962755, 43.315754], [-1.962563, 43.315603], [-1.962208, 43.315421], [-1.962113, 43.315394], [-1.961811, 43.315353], [-1.961118, 43.315356], [-1.960937, 43.315305], [-1.960729, 43.315206], [-1.960605, 43.315095], [-1.960502, 43.314927], [-1.960078, 43.313948], [-1.960174, 43.313897], [-1.960216, 43.313838], [-1.960221, 43.313755], [-1.960144, 43.313659], [-1.960072, 43.313628], [-1.959972, 43.313618], [-1.95985, 43.313651], [-1.959722, 43.313767], [-1.959604, 43.313824], [-1.958289, 43.3141], [-1.958176, 43.313843], [-1.958078, 43.313739], [-1.957946, 43.313649], [-1.956727, 43.313067]]",926854,2748.26
15,1,"[[-1.971113, 43.325742], [-1.971728, 43.325323], [-1.972663, 43.326043], [-1.972588, 43.32613], [-1.972662, 43.326227], [-1.972732, 43.326199], [-1.972787, 43.326291], [-1.97611, 43.325065], [-1.97937, 43.323802], [-1.980658, 43.323329], [-1.982025, 43.32294], [-1.982756, 43.322685], [-1.98277, 43.32265], [-1.982704, 43.322474], [-1.984898, 43.321659], [-1.984923, 43.321622], [-1.985065, 43.321606], [-1.985079, 43.321642], [-1.985052, 43.321704], [-1.985095, 43.3218]]",499846,1392.12
15,2,"[[-1.971113, 43.325742], [-1.971728, 43.325323], [-1.972663, 43.326043], [-1.972588, 43.32613], [-1.972662, 43.326227], [-1.972732, 43.326199], [-1.972787, 43.326291], [-1.97611, 43.325065], [-1.97937, 43.323802], [-1.980658, 43.323329], [-1.982025, 43.32294], [-1.982756, 43.322685], [-1.98277, 43.32265], [-1.982704, 43.322474], [-1.984898, 43.321659], [-1.984923, 43.321622], [-1.984995, 43.321616], [-1.984511, 43.320893], [-1.984581, 43.320865], [-1.984094, 43.320174], [-1.984059, 43.320106], [-1.984075, 43.320031], [-1.983956, 43.320076], [-1.983879, 43.32001], [-1.983131, 43.320282], [-1.982469, 43.320527]]",587608,1707.368
15,3,"[[-1.971113, 43.325742], [-1.971728, 43.325323], [-1.972663, 43.326043], [-1.972588, 43.32613], [-1.972662, 43.326227], [-1.972732, 43.326199], [-1.972787, 43.326291], [-1.97611, 43.325065], [-1.97937, 43.323802], [-1.980702, 43.323313], [-1.980658, 43.323232], [-1.980447, 43.322977], [-1.980476, 43.322908], [-1.980302, 43.322644], [-1.980211, 43.322614], [-1.979307, 43.32133], [-1.979323, 43.321269], [-1.979205, 43.321095], [-1.979105, 43.321057], [-1.978947, 43.320833], [-1.979108, 43.320391], [-1.979009, 43.319933], [-1.979016, 43.319813], [-1.979194, 43.319809], [-1.979222, 43.319839], [-1.979674, 43.319663], [-1.97969, 43.319686], [-1.981256, 43.319093], [-1.980877, 43.318557], [-1.981604, 43.318286]]",639867,1719.875
15,4,"[[-1.971113, 43.325742], [-1.971728, 43.325323], [-1.972663, 43.326043], [-1.972588, 43.32613], [-1.972662, 43.326227], [-1.972732, 43.326199], [-1.972787, 43.326291], [-1.97611, 43.325065], [-1.97937, 43.323802], [-1.977737, 43.321395], [-1.977654, 43.321244], [-1.977538, 43.321142], [-1.977328, 43.320803], [-1.977279, 43.320773], [-1.977078, 43.320767], [-1.977343, 43.318639]]",499950,1459.048
15,5,"[[-1.971113, 43.325742], [-1.971728, 43.325323], [-1.972663, 43.326043], [-1.972588, 43.32613], [-1.972662, 43.326227], [-1.972732, 43.326199], [-1.972787, 43.326291], [-1.97611, 43.325065], [-1.97937, 43.323802], [-1.980702, 43.323313], [-1.980658, 43.323232], [-1.980447, 43.322977], [-1.980476, 43.322908], [-1.980302, 43.322644], [-1.980211, 43.322614], [-1.979307, 43.32133], [-1.979323, 43.321269], [-1.979205, 43.321095], [-1.979105, 43.321057], [-1.978947, 43.320833], [-1.979108, 43.320391], [-1.979009, 43.319933], [-1.979081, 43.319043], [-1.979242, 43.319002], [-1.979303, 43.31909], [-1.979357, 43.319096], [-1.980028, 43.318844], [-1.980104, 43.318845], [-1.979717, 43.318321], [-1.979961, 43.315997], [-1.980206, 43.313717], [-1.98039, 43.313723], [-1.981305, 43.313393], [-1.981371, 43.313355], [-1.981389, 43.31338], [-1.981735, 43.313247], [-1.981753, 43.313275]]",696626,2285.656
15,6,"[[-1.971113, 43.325742], [-1.971728, 43.325323], [-1.972663, 43.326043], [-1.972588, 43.32613], [-1.972662, 43.326227], [-1.972732, 43.326199], [-1.972787, 43.326291], [-1.97611, 43.325065], [-1.97937, 43.323802], [-1.980702, 43.323313], [-1.980658, 43.323232], [-1.980447, 43.322977], [-1.980476, 43.322908], [-1.980302, 43.322644], [-1.980211, 43.322614], [-1.979307, 43.32133], [-1.979323, 43.321269], [-1.979205, 43.321095], [-1.979105, 43.321057], [-1.978947, 43.320833], [-1.979108, 43.320391], [-1.979009, 43.319933], [-1.979081, 43.319043], [-1.979242, 43.319002], [-1.97928, 43.31855], [-1.979213, 43.318451], [-1.979025, 43.318377], [-1.979087, 43.317587], [-1.979142, 43.317443], [-1.979169, 43.317276], [-1.979136, 43.31723], [-1.979564, 43.313278], [-1.97957, 43.312592], [-1.979396, 43.311631], [-1.979414, 43.311501], [-1.978952, 43.309324], [-1.978818, 43.309], [-1.978615, 43.308668], [-1.978395, 43.308358], [-1.978556, 43.308276], [-1.978574, 43.308224], [-1.978495, 43.308209], [-1.978404, 43.308124], [-1.978363, 43.308049], [-1.978378, 43.307998], [-1.979073, 43.307635], [-1.978856, 43.307433], [-1.978851, 43.307368], [-1.978714, 43.307445]]",846621,2866.425
15,7,"[[-1.971113, 43.325742], [-1.971728, 43.325323], [-1.972663, 43.326043], [-1.972588, 43.32613], [-1.972662, 43.326227], [-1.972732, 43.326199], [-1.972787, 43.326291], [-1.97611, 43.325065], [-1.97937, 43.323802], [-1.980702, 43.323313], [-1.980658, 43.323232], [-1.980447, 43.322977], [-1.980476, 43.322908], [-1.980302, 43.322644], [-1.980211, 43.322614], [-1.979307, 43.32133], [-1.979323, 43.321269], [-1.979205, 43.321095], [-1.979105, 43.321057], [-1.978947, 43.320833], [-1.979108, 43.320391], [-1.979009, 43.319933], [-1.979081, 43.319043], [-1.979242, 43.319002], [-1.97928, 43.31855], [-1.979213, 43.318451], [-1.979025, 43.318377], [-1.979087, 43.317587], [-1.979142, 43.317443], [-1.979169, 43.317276], [-1.979136, 43.31723], [-1.979564, 43.313278], [-1.97957, 43.312592], [-1.979396, 43.311631], [-1.979414, 43.311501], [-1.978952, 43.309324], [-1.978818, 43.309], [-1.978615, 43.308668], [-1.978395, 43.308358], [-1.978164, 43.308084], [-1.97788, 43.307801], [-1.977204, 43.307337], [-1.976952, 43.307192], [-1.976654, 43.307081], [-1.976262, 43.306995], [-1.975922, 43.306956], [-1.975812, 43.306929], [-1.975777, 43.307054], [-1.975428, 43.307067], [-1.974854, 43.307142], [-1.974237, 43.307348], [-1.973905, 43.307534], [-1.97376, 43.307651], [-1.973575, 43.307862], [-1.973481, 43.308012], [-1.973398, 43.308258], [-1.973352, 43.308664], [-1.973366, 43.308843], [-1.971564, 43.308906], [-1.971568, 43.308959], [-1.971595, 43.30899], [-1.971657, 43.309979]]",955594,3567.724
15,8,"[[-1.971113, 43.325742], [-1.971728, 43.325323], [-1.972663, 43.326043], [-1.972588, 43.32613], [-1.972662, 43.326227], [-1.972732, 43.326199], [-1.972787, 43.326291], [-1.97611, 43.325065], [-1.97937, 43.323802], [-1.980702, 43.323313], [-1.980658, 43.323232], [-1.980447, 43.322977], [-1.980476, 43.322908], [-1.980302, 43.322644], [-1.980211, 43.322614], [-1.979307, 43.32133], [-1.979323, 43.321269], [-1.979205, 43.321095], [-1.979105, 43.321057], [-1.978947, 43.320833], [-1.979108, 43.320391], [-1.979009, 43.319933], [-1.979081, 43.319043], [-1.979242, 43.319002], [-1.97928, 43.31855], [-1.979213, 43.318451], [-1.979025, 43.318377], [-1.979087, 43.317587], [-1.979142, 43.317443], [-1.979169, 43.317276], [-1.979136, 43.31723], [-1.979564, 43.313278], [-1.97957, 43.312592], [-1.979396, 43.311631], [-1.979414, 43.311501], [-1.978952, 43.309324], [-1.978818, 43.309], [-1.978615, 43.308668], [-1.978395, 43.308358], [-1.978164, 43.308084], [-1.97788, 43.307801], [-1.977204, 43.307337], [-1.976952, 43.307192], [-1.976654, 43.307081], [-1.976262, 43.306995], [-1.975922, 43.306956], [-1.975812, 43.306929], [-1.975575, 43.306694], [-1.976462, 43.306228], [-1.976669, 43.306101], [-1.977744, 43.30555], [-1.97767, 43.305448], [-1.97537, 43.303165], [-1.975328, 43.303186], [-1.976296, 43.304188]]",1000935,3683.02
